year,type,details,country,location
880,Disaster,Plague,Rome,Gallia
880,Omen,Three-Headed Baby,Persia,Central Persia
880,Omen,Geese Flying Backwards,Persia,Central Persia
880,Disaster,Fire,Persia,North Persia
880,Omen,Flaming Comet,Germania,North Germania
881,Disaster,Plague,Rome,Italia
881,Omen,Moon Turns Red,Persia,North Persia
882,Omen,Moon Turns Red,Rome,Italia
882,Omen,Three-Headed Baby,Persia,Outer Persia
882,Omen,Rivers of Blood,Persia,Outer Persia
882,Omen,Three-Headed Baby,Persia,North Persia
882,Omen,Rivers of Blood,Germania,North Germania
882,Omen,Moon Turns Red,Germania,South Germania
883,Disaster,Pillaged By Britannia,Rome,Gallia
883,Omen,Rivers of Blood,Rome,Grecia
883,Omen,Three-Headed Baby,Persia,North Persia
883,Omen,Three-Headed Baby,Germania,North Germania
883,Disaster,Pillaged By Persia,Germania,North Germania
884,Omen,Geese Flying Backwards,Persia,Central Persia
884,Omen,Three-Headed Baby,Persia,Outer Persia
884,Omen,Rivers of Blood,Germania,North Germania
885,Omen,Geese Flying Backwards,Persia,Central Persia
885,Omen,Three-Headed Baby,Germania,South Germania
886,Omen,Geese Flying Backwards,Rome,Italia
886,Disaster,Fire,Rome,Grecia
886,Disaster,Famine,Persia,Central Persia
886,Disaster,Pillaged By Germania,Britannia,Britannia
887,Omen,Geese Flying Backwards,Rome,Italia
887,Disaster,Fire,Rome,Gallia
887,Omen,Three-Headed Baby,Persia,Outer Persia
887,Disaster,Fire,Persia,Outer Persia
888,Omen,Moon Turns Red,Rome,Italia
888,Disaster,Pillaged By Britannia,Rome,Gallia
888,Omen,Geese Flying Backwards,Rome,Grecia
888,Omen,Geese Flying Backwards,Germania,South Germania
889,Omen,Rivers of Blood,Rome,Italia
889,Omen,Three-Headed Baby,Rome,Grecia
889,Omen,Geese Flying Backwards,Rome,Grecia
889,Omen,Geese Flying Backwards,Persia,Central Persia
889,Omen,Geese Flying Backwards,Persia,Outer Persia
889,Omen,Moon Turns Red,Britannia,Britannia
890,Omen,Moon Turns Red,Rome,Gallia
890,Omen,Black Dove,Rome,Grecia
890,Omen,Black Dove,Persia,Central Persia
890,Omen,Geese Flying Backwards,Persia,Outer Persia
890,Omen,Black Dove,Persia,Outer Persia
890,Omen,Black Dove,Persia,North Persia
890,Disaster,Fire,Persia,North Persia
890,Omen,Black Dove,Britannia,Britannia
890,Omen,Moon Turns Red,Germania,North Germania
890,Omen,Three-Headed Baby,Germania,South Germania
890,Omen,Geese Flying Backwards,Germania,South Germania
890,Omen,Black Dove,Germania,South Germania
891,Disaster,Plague,Rome,Gallia
891,Omen,Geese Flying Backwards,Persia,Central Persia
891,Omen,Geese Flying Backwards,Persia,Outer Persia
891,Disaster,Fire,Britannia,Britannia
891,Disaster,Plague,Germania,North Germania
892,Omen,Three-Headed Baby,Rome,Grecia
892,Omen,Geese Flying Backwards,Persia,Outer Persia
892,Disaster,Famine,Persia,North Persia
892,Disaster,Plague,Britannia,Britannia
892,Omen,Geese Flying Backwards,Germania,South Germania
893,Omen,Moon Turns Red,Persia,Central Persia
893,Disaster,Famine,Persia,Outer Persia
893,Omen,Geese Flying Backwards,Persia,North Persia
894,Omen,Geese Flying Backwards,Persia,Central Persia
895,Omen,Rivers of Blood,Rome,Italia
895,Omen,Rivers of Blood,Rome,Grecia
895,Omen,Geese Flying Backwards,Persia,North Persia
895,Omen,Three-Headed Baby,Germania,South Germania
895,Omen,Geese Flying Backwards,Germania,South Germania
896,Omen,Geese Flying Backwards,Rome,Italia
896,Omen,Geese Flying Backwards,Persia,Central Persia
896,Disaster,Fire,Britannia,Britannia
897,Omen,Geese Flying Backwards,Rome,Italia
897,Disaster,Famine,Persia,Central Persia
897,Omen,Geese Flying Backwards,Persia,Outer Persia
897,Disaster,Pillaged By Rome,Persia,Outer Persia
898,Omen,Geese Flying Backwards,Germania,South Germania
898,Disaster,Fire,Germania,South Germania
899,Omen,Geese Flying Backwards,Rome,Gallia
899,Omen,Rivers of Blood,Persia,Central Persia
899,Disaster,Famine,Persia,Outer Persia
899,Omen,Rivers of Blood,Persia,North Persia
900,Omen,Geese Flying Backwards,Rome,Gallia
900,Disaster,Famine,Rome,Grecia
900,Disaster,Pillaged By Rome,Persia,Outer Persia
900,Omen,Three-Headed Baby,Germania,North Germania
900,Omen,Moon Turns Red,Germania,South Germania
901,Omen,Three-Headed Baby,Rome,Gallia
901,Omen,Rivers of Blood,Rome,Gallia
901,Omen,Geese Flying Backwards,Rome,Gallia
901,Disaster,Fire,Rome,Gallia
901,Omen,Geese Flying Backwards,Germania,South Germania
902,Disaster,Famine,Rome,Gallia
902,Omen,Rivers of Blood,Persia,North Persia
902,Omen,Three-Headed Baby,Britannia,Britannia
902,Omen,Geese Flying Backwards,Britannia,Britannia
903,Omen,Geese Flying Backwards,Rome,Italia
903,Omen,Three-Headed Baby,Rome,Gallia
903,Omen,Geese Flying Backwards,Rome,Gallia
903,Omen,Geese Flying Backwards,Persia,Outer Persia
903,Disaster,Famine,Britannia,Britannia
903,Omen,Geese Flying Backwards,Germania,South Germania
904,Disaster,Famine,Rome,Italia
904,Disaster,Famine,Rome,Gallia
904,Disaster,Famine,Persia,Outer Persia
905,Omen,Rivers of Blood,Rome,Italia
905,Omen,Three-Headed Baby,Rome,Gallia
905,Omen,Geese Flying Backwards,Persia,Outer Persia
905,Omen,Moon Turns Red,Persia,Outer Persia
905,Disaster,Fire,Britannia,Britannia
906,Omen,Flaming Comet,Rome,Gallia
906,Disaster,Famine,Persia,Outer Persia
906,Disaster,Plague,Persia,Outer Persia
906,Omen,Geese Flying Backwards,Britannia,Britannia
906,Omen,Geese Flying Backwards,Germania,North Germania
906,Omen,Rivers of Blood,Germania,South Germania
907,Disaster,Pillaged By Germania,Rome,Italia
907,Disaster,Earthquake,Rome,Grecia
907,Disaster,Plague,Rome,Grecia
907,Omen,Geese Flying Backwards,Persia,Outer Persia
907,Omen,Rivers of Blood,Persia,North Persia
907,Omen,Rivers of Blood,Britannia,Britannia
907,Disaster,Famine,Britannia,Britannia
907,Disaster,Pillaged By Germania,Britannia,Britannia
907,Disaster,Fire,Germania,North Germania
907,Disaster,Famine,Germania,South Germania
908,Disaster,Plague,Rome,Italia
908,Omen,Geese Flying Backwards,Rome,Gallia
908,Disaster,Famine,Persia,Outer Persia
908,Omen,Geese Flying Backwards,Britannia,Britannia
908,Disaster,Earthquake,Britannia,Britannia
908,Disaster,Famine,Germania,North Germania
908,Disaster,Earthquake,Germania,North Germania
908,Omen,Moon Turns Red,Germania,South Germania
909,Omen,Sun Goes Dark,Britannia,Britannia
909,Disaster,Famine,Britannia,Britannia
910,Omen,Rivers of Blood,Rome,Italia
910,Omen,Three-Headed Baby,Rome,Gallia
911,Omen,Rivers of Blood,Rome,Gallia
911,Omen,Moon Turns Red,Germania,North Germania
911,Omen,Rivers of Blood,Germania,South Germania
912,Omen,Moon Turns Red,Rome,Grecia
912,Omen,Geese Flying Backwards,Britannia,Britannia
912,Disaster,Pillaged By Germania,Britannia,Britannia
913,Omen,Rivers of Blood,Rome,Grecia
913,Disaster,Plague,Rome,Grecia
913,Omen,Geese Flying Backwards,Britannia,Britannia
914,Omen,Three-Headed Baby,Rome,Italia
914,Disaster,Fire,Persia,Central Persia
914,Disaster,Famine,Persia,Outer Persia
914,Disaster,Plague,Persia,Outer Persia
914,Omen,Rivers of Blood,Persia,North Persia
914,Omen,Rivers of Blood,Germania,North Germania
915,Disaster,Pillaged By Germania,Rome,Gallia
915,Disaster,Earthquake,Rome,Grecia
915,Disaster,Earthquake,Persia,Central Persia
915,Disaster,Pillaged By Rome,Persia,Outer Persia
915,Omen,Three-Headed Baby,Persia,North Persia
915,Omen,Moon Turns Red,Germania,South Germania
916,Omen,Moon Turns Red,Rome,Grecia
916,Omen,Three-Headed Baby,Britannia,Britannia
916,Disaster,Plague,Germania,South Germania
917,Omen,Rivers of Blood,Rome,Italia
917,Disaster,Famine,Rome,Gallia
917,Omen,Rivers of Blood,Rome,Grecia
917,Omen,Rivers of Blood,Germania,North Germania
917,Disaster,Plague,Germania,North Germania
918,Omen,Three-Headed Baby,Rome,Italia
918,Disaster,Pillaged By Britannia,Rome,Gallia
918,Omen,Three-Headed Baby,Persia,North Persia
918,Disaster,Plague,Persia,North Persia
918,Disaster,Pillaged By Germania,Persia,North Persia
919,Disaster,Plague,Persia,Central Persia
919,Disaster,Pillaged By Rome,Persia,Outer Persia
919,Disaster,Earthquake,Persia,North Persia
919,Omen,Moon Turns Red,Germania,South Germania
920,Disaster,Fire,Germania,South Germania
921,Disaster,Fire,Rome,Grecia
921,Omen,Three-Headed Baby,Persia,Central Persia
923,Disaster,Fire,Rome,Grecia
923,Disaster,Fire,Persia,Outer Persia
924,Omen,Moon Turns Red,Persia,North Persia
924,Disaster,Pillaged By Germania,Persia,North Persia
924,Omen,Rivers of Blood,Germania,North Germania
925,Omen,Rivers of Blood,Rome,Gallia
926,Omen,Black Dove,Rome,Italia
926,Omen,Black Dove,Rome,Gallia
926,Omen,Black Dove,Rome,Grecia
926,Omen,Black Dove,Persia,Outer Persia
926,Omen,Black Dove,Germania,North Germania
926,Omen,Black Dove,Germania,South Germania
927,Omen,Three-Headed Baby,Rome,Italia
927,Omen,Rivers of Blood,Rome,Gallia
928,Disaster,Fire,Rome,Gallia
928,Omen,Rivers of Blood,Britannia,Britannia
929,Omen,Geese Flying Backwards,Persia,Outer Persia
929,Disaster,Fire,Germania,North Germania
930,Omen,Moon Turns Red,Rome,Gallia
930,Omen,Three-Headed Baby,Persia,North Persia
930,Omen,Moon Turns Red,Germania,North Germania
931,Disaster,Fire,Rome,Grecia
931,Omen,Geese Flying Backwards,Persia,Outer Persia
931,Omen,Rivers of Blood,Persia,North Persia
931,Omen,Three-Headed Baby,Britannia,Britannia
932,Disaster,Famine,Rome,Gallia
932,Omen,Moon Turns Red,Rome,Grecia
932,Disaster,Fire,Persia,Central Persia
933,Omen,Rivers of Blood,Rome,Gallia
933,Omen,Geese Flying Backwards,Persia,Outer Persia
933,Disaster,Fire,Britannia,Britannia
933,Disaster,Pillaged By Rome,Britannia,Britannia
933,Disaster,Famine,Germania,South Germania
934,Disaster,Fire,Rome,Italia
934,Disaster,Famine,Rome,Italia
934,Omen,Rivers of Blood,Rome,Grecia
934,Omen,Rivers of Blood,Persia,Outer Persia
934,Disaster,Famine,Persia,Outer Persia
934,Disaster,Earthquake,Britannia,Britannia
934,Disaster,Fire,Germania,North Germania
935,Omen,Geese Flying Backwards,Rome,Italia
935,Disaster,Earthquake,Rome,Gallia
935,Disaster,Earthquake,Rome,Grecia
936,Disaster,Famine,Rome,Italia
936,Omen,Moon Turns Red,Rome,Gallia
936,Disaster,Pillaged By Germania,Persia,North Persia
937,Omen,Rivers of Blood,Rome,Italia
937,Disaster,Pillaged By Persia,Rome,Grecia
937,Omen,Three-Headed Baby,Persia,North Persia
937,Disaster,Fire,Germania,South Germania
938,Omen,Rivers of Blood,Persia,Outer Persia
938,Omen,Geese Flying Backwards,Germania,North Germania
939,Omen,Moon Turns Red,Rome,Italia
939,Omen,Rivers of Blood,Persia,North Persia
940,Disaster,Plague,Rome,Italia
940,Omen,Three-Headed Baby,Persia,North Persia
941,Omen,Rivers of Blood,Rome,Italia
941,Omen,Three-Headed Baby,Persia,Central Persia
941,Omen,Rivers of Blood,Persia,Outer Persia
941,Disaster,Pillaged By Rome,Britannia,Britannia
941,Disaster,Pillaged By Germania,Britannia,Britannia
942,Omen,Moon Turns Red,Rome,Grecia
942,Disaster,Fire,Persia,North Persia
942,Disaster,Earthquake,Germania,North Germania
943,Omen,Geese Flying Backwards,Persia,Central Persia
943,Omen,Three-Headed Baby,Persia,Outer Persia
943,Omen,Rivers of Blood,Persia,Outer Persia
943,Disaster,Pillaged By Rome,Persia,Outer Persia
943,Disaster,Famine,Britannia,Britannia
943,Omen,Rivers of Blood,Germania,North Germania
944,Omen,Three-Headed Baby,Rome,Gallia
944,Omen,Rivers of Blood,Rome,Gallia
944,Omen,Geese Flying Backwards,Persia,Central Persia
945,Omen,Three-Headed Baby,Rome,Gallia
945,Omen,Rivers of Blood,Rome,Grecia
945,Disaster,Famine,Persia,Central Persia
945,Omen,Geese Flying Backwards,Germania,North Germania
945,Omen,Moon Turns Red,Germania,North Germania
946,Omen,Rivers of Blood,Rome,Italia
946,Omen,Geese Flying Backwards,Persia,Central Persia
946,Disaster,Plague,Germania,North Germania
947,Omen,Geese Flying Backwards,Persia,Central Persia
947,Omen,Black Dove,Persia,Outer Persia
947,Omen,Geese Flying Backwards,Britannia,Britannia
947,Disaster,Pillaged By Germania,Britannia,Britannia
948,Omen,Geese Flying Backwards,Persia,Central Persia
949,Disaster,Famine,Persia,Central Persia
949,Omen,Geese Flying Backwards,Persia,Outer Persia
949,Disaster,Fire,Persia,Outer Persia
949,Omen,Three-Headed Baby,Britannia,Britannia
949,Omen,Geese Flying Backwards,Britannia,Britannia
949,Omen,Sun Goes Dark,Germania,North Germania
950,Omen,Moon Turns Red,Persia,North Persia
950,Omen,Geese Flying Backwards,Germania,South Germania
951,Omen,Geese Flying Backwards,Persia,Outer Persia
951,Disaster,Pillaged By Rome,Persia,Outer Persia
951,Omen,Rivers of Blood,Britannia,Britannia
951,Disaster,Famine,Germania,South Germania
952,Disaster,Famine,Persia,Outer Persia
952,Omen,Moon Turns Red,Persia,North Persia
952,Omen,Rivers of Blood,Germania,North Germania
952,Omen,Geese Flying Backwards,Germania,South Germania
953,Disaster,Fire,Rome,Italia
953,Omen,Geese Flying Backwards,Persia,Outer Persia
953,Omen,Rivers of Blood,Persia,North Persia
953,Disaster,Plague,Persia,North Persia
953,Omen,Three-Headed Baby,Britannia,Britannia
953,Disaster,Famine,Germania,South Germania
954,Disaster,Fire,Rome,Gallia
954,Disaster,Fire,Rome,Grecia
954,Disaster,Famine,Persia,Outer Persia
954,Disaster,Fire,Germania,North Germania
954,Disaster,Plague,Germania,North Germania
955,Disaster,Famine,Britannia,Britannia
955,Disaster,Plague,Germania,South Germania
956,Disaster,Plague,Rome,Italia
956,Disaster,Pillaged By Rome,Britannia,Britannia
956,Omen,Geese Flying Backwards,Germania,South Germania
956,Disaster,Pillaged By Rome,Germania,South Germania
957,Disaster,Plague,Rome,Gallia
957,Disaster,Pillaged By Britannia,Germania,North Germania
958,Omen,Geese Flying Backwards,Rome,Gallia
958,Omen,Geese Flying Backwards,Persia,Outer Persia
958,Omen,Rivers of Blood,Persia,North Persia
958,Omen,Flaming Comet,Britannia,Britannia
959,Omen,Geese Flying Backwards,Rome,Gallia
959,Omen,Geese Flying Backwards,Britannia,Britannia
959,Omen,Three-Headed Baby,Germania,South Germania
960,Omen,Moon Turns Red,Rome,Italia
960,Omen,Geese Flying Backwards,Rome,Gallia
960,Omen,Rivers of Blood,Britannia,Britannia
960,Disaster,Famine,Britannia,Britannia
960,Omen,Three-Headed Baby,Germania,South Germania
960,Omen,Moon Turns Red,Germania,South Germania
961,Omen,Flaming Comet,Persia,Central Persia
961,Omen,Geese Flying Backwards,Persia,Outer Persia
961,Disaster,Pillaged By Germania,Britannia,Britannia
962,Omen,Moon Turns Red,Rome,Grecia
962,Disaster,Famine,Persia,Outer Persia
962,Disaster,Pillaged By Rome,Persia,Outer Persia
962,Disaster,Pillaged By Persia,Germania,North Germania
962,Disaster,Famine,Germania,South Germania
963,Disaster,Fire,Persia,Central Persia
963,Omen,Moon Turns Red,Britannia,Britannia
964,Omen,Geese Flying Backwards,Rome,Gallia
964,Disaster,Fire,Rome,Gallia
964,Omen,Three-Headed Baby,Persia,North Persia
964,Disaster,Pillaged By Germania,Britannia,Britannia
965,Omen,Black Dove,Rome,Grecia
965,Omen,Moon Turns Red,Persia,North Persia
965,Omen,Black Dove,Germania,North Germania
965,Disaster,Pillaged By Rome,Germania,South Germania
966,Omen,Geese Flying Backwards,Persia,Central Persia
966,Omen,Rivers of Blood,Persia,North Persia
966,Disaster,Plague,Persia,North Persia
966,Omen,Geese Flying Backwards,Britannia,Britannia
967,Omen,Rivers of Blood,Rome,Italia
967,Omen,Geese Flying Backwards,Rome,Gallia
967,Disaster,Famine,Persia,Central Persia
967,Omen,Geese Flying Backwards,Persia,Outer Persia
967,Omen,Moon Turns Red,Persia,Outer Persia
967,Omen,Geese Flying Backwards,Britannia,Britannia
967,Disaster,Fire,Britannia,Britannia
967,Omen,Three-Headed Baby,Germania,North Germania
969,Omen,Geese Flying Backwards,Rome,Gallia
969,Omen,Three-Headed Baby,Rome,Grecia
969,Omen,Moon Turns Red,Persia,Central Persia
969,Disaster,Famine,Persia,Outer Persia
969,Omen,Rivers of Blood,Persia,North Persia
969,Disaster,Pillaged By Germania,Britannia,Britannia
969,Disaster,Pillaged By Rome,Germania,South Germania
970,Omen,Geese Flying Backwards,Rome,Gallia
970,Disaster,Famine,Britannia,Britannia
971,Disaster,Famine,Rome,Italia
971,Omen,Rivers of Blood,Rome,Grecia
971,Disaster,Fire,Rome,Grecia
974,Omen,Rivers of Blood,Persia,North Persia
975,Omen,Geese Flying Backwards,Rome,Grecia
975,Disaster,Fire,Persia,Central Persia
975,Omen,Three-Headed Baby,Persia,Outer Persia
975,Omen,Moon Turns Red,Persia,Outer Persia
975,Omen,Rivers of Blood,Persia,North Persia
976,Disaster,Fire,Rome,Gallia
976,Omen,Geese Flying Backwards,Rome,Grecia
976,Disaster,Plague,Persia,Outer Persia
976,Omen,Rivers of Blood,Persia,North Persia
977,Omen,Moon Turns Red,Rome,Italia
977,Omen,Geese Flying Backwards,Rome,Grecia
977,Disaster,Plague,Persia,Central Persia
977,Disaster,Fire,Persia,North Persia
978,Omen,Sun Goes Dark,Rome,Italia
978,Disaster,Plague,Rome,Italia
978,Disaster,Pillaged By Britannia,Rome,Gallia
978,Omen,Rivers of Blood,Persia,Central Persia
978,Omen,Geese Flying Backwards,Persia,Outer Persia
978,Disaster,Fire,Germania,North Germania
978,Disaster,Pillaged By Britannia,Germania,North Germania
979,Disaster,Plague,Rome,Gallia
979,Omen,Geese Flying Backwards,Rome,Grecia
979,Omen,Geese Flying Backwards,Persia,Outer Persia
979,Disaster,Earthquake,Persia,North Persia
979,Omen,Rivers of Blood,Germania,North Germania
979,Omen,Geese Flying Backwards,Germania,North Germania
980,Omen,Rivers of Blood,Rome,Grecia
980,Disaster,Pillaged By Germania,Persia,North Persia
980,Omen,Rivers of Blood,Germania,North Germania
981,Omen,Geese Flying Backwards,Rome,Grecia
981,Omen,Geese Flying Backwards,Persia,Outer Persia
983,Disaster,Famine,Persia,Outer Persia
984,Omen,Moon Turns Red,Britannia,Britannia
984,Omen,Sun Goes Dark,Britannia,Britannia
985,Omen,Three-Headed Baby,Persia,Outer Persia
985,Disaster,Famine,Britannia,Britannia
986,Omen,Rivers of Blood,Rome,Gallia
986,Omen,Three-Headed Baby,Rome,Grecia
986,Omen,Rivers of Blood,Britannia,Britannia
986,Omen,Moon Turns Red,Germania,North Germania
987,Disaster,Pillaged By Persia,Rome,Grecia
987,Disaster,Fire,Germania,South Germania
988,Omen,Black Dove,Rome,Italia
988,Disaster,Fire,Rome,Grecia
988,Omen,Three-Headed Baby,Britannia,Britannia
988,Omen,Moon Turns Red,Britannia,Britannia
988,Disaster,Pillaged By Rome,Britannia,Britannia
988,Omen,Black Dove,Germania,South Germania
989,Disaster,Pillaged By Persia,Rome,Grecia
989,Disaster,Pillaged By Germania,Britannia,Britannia
990,Disaster,Famine,Persia,Central Persia
990,Omen,Geese Flying Backwards,Persia,North Persia
990,Omen,Three-Headed Baby,Britannia,Britannia
990,Omen,Rivers of Blood,Germania,North Germania
991,Omen,Three-Headed Baby,Rome,Italia
991,Omen,Moon Turns Red,Rome,Grecia
992,Omen,Rivers of Blood,Rome,Italia
992,Disaster,Famine,Persia,North Persia
992,Disaster,Fire,Germania,South Germania
992,Disaster,Pillaged By Rome,Germania,South Germania
993,Omen,Moon Turns Red,Rome,Italia
993,Omen,Rivers of Blood,Persia,Central Persia
993,Omen,Geese Flying Backwards,Persia,Outer Persia
993,Disaster,Fire,Britannia,Britannia
993,Disaster,Earthquake,Germania,North Germania
993,Disaster,Earthquake,Germania,South Germania
993,Disaster,Pillaged By Rome,Germania,South Germania
994,Omen,Rivers of Blood,Rome,Grecia
994,Omen,Rivers of Blood,Persia,Outer Persia
994,Omen,Moon Turns Red,Persia,North Persia
994,Disaster,Pillaged By Britannia,Germania,North Germania
995,Omen,Moon Turns Red,Germania,South Germania
996,Disaster,Famine,Persia,Outer Persia
996,Omen,Moon Turns Red,Germania,South Germania
996,Disaster,Plague,Germania,South Germania
997,Disaster,Plague,Rome,Italia
999,Disaster,Pillaged By Persia,Rome,Grecia
999,Disaster,Fire,Persia,North Persia
1000,Omen,Geese Flying Backwards,Rome,Grecia
1000,Omen,Rivers of Blood,Persia,Central Persia
1000,Omen,Geese Flying Backwards,Persia,Central Persia
1000,Disaster,Fire,Persia,Outer Persia
1000,Omen,Moon Turns Red,Britannia,Britannia
1000,Disaster,Pillaged By Persia,Germania,North Germania
1001,Omen,Moon Turns Red,Rome,Italia
1001,Omen,Moon Turns Red,Rome,Grecia
1001,Disaster,Famine,Rome,Grecia
1001,Omen,Geese Flying Backwards,Persia,Central Persia
1002,Disaster,Fire,Rome,Gallia
1002,Omen,Geese Flying Backwards,Persia,Central Persia
1002,Omen,Geese Flying Backwards,Persia,North Persia
1002,Omen,Rivers of Blood,Germania,South Germania
1003,Disaster,Pillaged By Germania,Rome,Italia
1003,Omen,Geese Flying Backwards,Rome,Grecia
1003,Disaster,Famine,Persia,Central Persia
1003,Omen,Geese Flying Backwards,Persia,North Persia
1004,Disaster,Pillaged By Germania,Rome,Gallia
1004,Omen,Rivers of Blood,Persia,Outer Persia
1005,Omen,Moon Turns Red,Rome,Italia
1006,Disaster,Fire,Britannia,Britannia
1007,Omen,Geese Flying Backwards,Rome,Grecia
1007,Omen,Geese Flying Backwards,Persia,Outer Persia
1008,Omen,Moon Turns Red,Rome,Italia
1008,Disaster,Fire,Rome,Italia
1008,Omen,Black Dove,Rome,Gallia
1008,Disaster,Famine,Rome,Grecia
1008,Omen,Moon Turns Red,Persia,North Persia
1008,Disaster,Fire,Persia,North Persia
1008,Omen,Black Dove,Britannia,Britannia
1008,Omen,Three-Headed Baby,Germania,North Germania
1008,Omen,Black Dove,Germania,North Germania
1008,Omen,Moon Turns Red,Germania,South Germania
1009,Disaster,Plague,Rome,Italia
1009,Omen,Rivers of Blood,Rome,Gallia
1009,Omen,Geese Flying Backwards,Persia,Outer Persia
1009,Disaster,Plague,Persia,North Persia
1009,Omen,Geese Flying Backwards,Germania,North Germania
1010,Disaster,Plague,Persia,Central Persia
1010,Omen,Rivers of Blood,Persia,Outer Persia
1010,Omen,Geese Flying Backwards,Persia,Outer Persia
1010,Omen,Three-Headed Baby,Britannia,Britannia
1010,Disaster,Plague,Germania,South Germania
1011,Omen,Black Dove,Rome,Gallia
1011,Disaster,Plague,Rome,Gallia
1011,Omen,Three-Headed Baby,Persia,Outer Persia
1011,Omen,Geese Flying Backwards,Persia,Outer Persia
1011,Omen,Geese Flying Backwards,Persia,North Persia
1011,Omen,Rivers of Blood,Britannia,Britannia
1011,Omen,Three-Headed Baby,Germania,North Germania
1011,Disaster,Plague,Germania,North Germania
1012,Disaster,Pillaged By Germania,Rome,Gallia
1012,Disaster,Pillaged By Persia,Rome,Grecia
1012,Omen,Geese Flying Backwards,Persia,Outer Persia
1012,Disaster,Famine,Persia,North Persia
1012,Omen,Three-Headed Baby,Britannia,Britannia
1012,Disaster,Pillaged By Persia,Germania,North Germania
1013,Omen,Moon Turns Red,Persia,Outer Persia
1013,Omen,Geese Flying Backwards,Germania,North Germania
1014,Omen,Geese Flying Backwards,Rome,Italia
1015,Omen,Geese Flying Backwards,Rome,Italia
1015,Omen,Rivers of Blood,Persia,Outer Persia
1015,Disaster,Famine,Persia,North Persia
1015,Disaster,Pillaged By Britannia,Germania,North Germania
1016,Omen,Three-Headed Baby,Persia,Central Persia
1016,Disaster,Fire,Germania,South Germania
1017,Disaster,Fire,Rome,Italia
1017,Omen,Geese Flying Backwards,Persia,North Persia
1017,Omen,Geese Flying Backwards,Germania,North Germania
1017,Disaster,Pillaged By Rome,Germania,South Germania
1018,Omen,Moon Turns Red,Persia,Central Persia
1018,Omen,Rivers of Blood,Persia,North Persia
1018,Omen,Flaming Comet,Britannia,Britannia
1018,Omen,Geese Flying Backwards,Germania,North Germania
1019,Omen,Rivers of Blood,Rome,Gallia
1019,Omen,Moon Turns Red,Persia,North Persia
1020,Omen,Geese Flying Backwards,Rome,Italia
1020,Disaster,Fire,Persia,Central Persia
1020,Omen,Geese Flying Backwards,Persia,North Persia
1020,Disaster,Fire,Germania,North Germania
1021,Omen,Rivers of Blood,Persia,North Persia
1021,Disaster,Famine,Persia,North Persia
1021,Omen,Geese Flying Backwards,Germania,North Germania
1022,Omen,Rivers of Blood,Rome,Italia
1022,Omen,Flaming Comet,Rome,Italia
1022,Disaster,Pillaged By Persia,Rome,Grecia
1023,Omen,Rivers of Blood,Persia,Central Persia
1023,Omen,Moon Turns Red,Britannia,Britannia
1023,Omen,Moon Turns Red,Germania,North Germania
1023,Disaster,Fire,Germania,South Germania
1024,Omen,Geese Flying Backwards,Rome,Italia
1024,Omen,Three-Headed Baby,Persia,Outer Persia
1024,Omen,Rivers of Blood,Germania,North Germania
1025,Omen,Geese Flying Backwards,Rome,Italia
1025,Omen,Flaming Comet,Germania,North Germania
1026,Disaster,Fire,Rome,Gallia
1026,Omen,Moon Turns Red,Persia,Central Persia
1026,Omen,Three-Headed Baby,Persia,Outer Persia
1027,Disaster,Famine,Rome,Italia
1027,Omen,Three-Headed Baby,Rome,Grecia
1027,Omen,Rivers of Blood,Rome,Grecia
1027,Disaster,Fire,Persia,Central Persia
1028,Omen,Rivers of Blood,Rome,Grecia
1029,Omen,Rivers of Blood,Rome,Grecia
1029,Omen,Sun Goes Dark,Persia,Central Persia
1029,Omen,Rivers of Blood,Persia,Outer Persia
1029,Omen,Three-Headed Baby,Britannia,Britannia
1029,Disaster,Fire,Britannia,Britannia
1029,Omen,Moon Turns Red,Germania,North Germania
1030,Disaster,Pillaged By Persia,Rome,Grecia
1030,Omen,Moon Turns Red,Persia,Outer Persia
1030,Disaster,Plague,Germania,North Germania
1031,Omen,Three-Headed Baby,Rome,Gallia
1031,Omen,Rivers of Blood,Rome,Grecia
1031,Disaster,Famine,Persia,Central Persia
1031,Omen,Rivers of Blood,Persia,Outer Persia
1031,Disaster,Pillaged By Rome,Britannia,Britannia
1032,Omen,Three-Headed Baby,Rome,Grecia
1032,Omen,Geese Flying Backwards,Persia,Central Persia
1032,Disaster,Fire,Britannia,Britannia
1032,Omen,Geese Flying Backwards,Germania,North Germania
1032,Disaster,Pillaged By Rome,Germania,South Germania
1033,Omen,Moon Turns Red,Britannia,Britannia
1034,Disaster,Fire,Rome,Grecia
1034,Disaster,Pillaged By Persia,Germania,North Germania
1034,Omen,Moon Turns Red,Germania,South Germania
1035,Omen,Three-Headed Baby,Persia,Outer Persia
1035,Disaster,Fire,Persia,Outer Persia
1036,Omen,Rivers of Blood,Rome,Grecia
1036,Omen,Rivers of Blood,Britannia,Britannia
1037,Disaster,Fire,Germania,South Germania
1038,Disaster,Fire,Persia,North Persia
1038,Omen,Rivers of Blood,Britannia,Britannia
1039,Omen,Rivers of Blood,Persia,Outer Persia
1039,Omen,Rivers of Blood,Britannia,Britannia
1039,Disaster,Fire,Britannia,Britannia
1040,Disaster,Fire,Rome,Italia
1040,Disaster,Pillaged By Britannia,Germania,North Germania
1041,Disaster,Pillaged By Rome,Britannia,Britannia
1041,Omen,Three-Headed Baby,Germania,North Germania
